Geo Point;Name;Name (en);Name (fr);IATA code;ICAO code;Wikipedia id;Wikidata id;Website;Phone;Operator;Description;Edit in OSM;Source;other_tags;Country;Country code
9.0067592, 7.2630993;;Nnamdi Azikiwe International Airport;;ABV;DNAA;en:Nnamdi Azikiwe International Airport;Q525030;;;Nigerian Ministry of Aviation;;https://www.openstreetmap.org/edit?node=213537579;"Bing;wikipedia";"{""passengers"": ""2232905"", ""aeroway"": ""aerodrome"", ""name_1"": ""Azikiwe Intl"", ""barrier"": ""fence"", ""is_in"": ""NG"", ""closest_town"": ""Abuja"", ""aerodrome:type"": ""international"", ""ele"": ""342""}";Nigeria;NG
42.3650624, 69.4753835;Аэропорт Шымкент;Shymkent International Airport;;CIT;UAII;en:Shymkent International Airport;;;;JSC Shymkent Airport;;https://www.openstreetmap.org/edit?node=216912041;wikipedia;"{""aeroway"": ""aerodrome"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0428\u044b\u043c\u043a\u0435\u043d\u0442"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0634\u064a\u0645\u0643\u0646\u062a \u0627\u0644\u062f\u0648\u0644\u064a"", ""closest_town"": ""Shymkent"", ""aerodrome:type"": ""international"", ""ele"": ""422""}";Kazakhstan;KZ
27.1808465, 33.7913419;مطار الغردقة الدولي;Hurghada International Airport;Aéroport international de Hurghada;HRG;HEGN;en:Hurghada International Airport;Q385191;;;;;https://www.openstreetmap.org/edit?node=224243578;Gagravarr_Airports;"{""name:it"": ""Aeroporto Internazionale di Hurghada"", ""name:pt"": ""Aeroporto Internacional de Hurghada"", ""barrier"": ""fence"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0627\u0644\u063a\u0631\u062f\u0642\u0629 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:cs"": ""Mezin\u00e1rodn\u00ed leti\u0161t\u011b Hurghada"", ""aerodrome:type"": ""public"", ""name:de"": ""Internationaler Flughafen Hurghada"", ""aeroway"": ""aerodrome"", ""alt_name"": ""\u0645\u0637\u0627\u0631 \u0627\u0644\u063a\u0631\u062f\u0642\u0629 \u0627\u0644\u062f\u0648\u0644\u064a"", ""aerodrome"": ""international"", ""ele"": ""16"", ""name:es"": ""Aeropuerto Internacional de Hurghada"", ""is_in"": ""Hurghada,,Egypt""}";Egypt;EG
-4.8156897, 11.8853807;Aéroport International Agostinho-Neto;;;PNR;FCPP;fr:Aéroport international Agostinho-Neto;Q1432398;;;;;https://www.openstreetmap.org/edit?node=229085857;wikipedia;"{""aeroway"": ""aerodrome"", ""alt_name"": ""Aeroport de Pointe Noire"", ""ele"": ""17"", ""closest_town"": ""Pointe Noire"", ""aerodrome:type"": ""public"", ""aerodrome"": ""international""}";Congo;CG
32.5607112, 119.7176702;扬州泰州机场;Yangzhou Taizhou Airport;;YTY;ZSYA;en:Yangzhou Taizhou Airport;;;;;;https://www.openstreetmap.org/edit?node=235940514;Bing;"{""aeroway"": ""aerodrome"", ""type"": ""public"", ""aerodrome:type"": ""international"", ""ele"": ""2.1""}";China;CN
44.8182212, 20.3088166;Аеродром Никола Тесла Београд;Airport Nikola Tesla Belgrade;;BEG;LYBE;en:LYBE;Q127955;https://beg.aero/cir;"+381 11 2094000; +381 11 2094444";VINCI Airports;;https://www.openstreetmap.org/edit?node=238163974;;"{""addr:housenumber"": ""59"", ""name:sr"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u041d\u0438\u043a\u043e\u043b\u0430 \u0422\u0435\u0441\u043b\u0430 \u0411\u0435\u043e\u0433\u0440\u0430\u0434"", ""addr:city"": ""\u0411\u0435\u043e\u0433\u0440\u0430\u0434"", ""name:tr"": ""Belgrad Nikola Tesla Havaalan\u0131"", ""addr:postcode"": ""11180"", ""aerodrome:type"": ""international"", ""name:de"": ""Flughafen Nikola Tesla Belgrad"", ""aeroway"": ""aerodrome"", ""name:sr-Latn"": ""Aerodrom Nikola Tesla Beograd"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0411\u0435\u043b\u0433\u0440\u0430\u0434\u0430 \u0438\u043c\u0435\u043d\u0438 \u041d\u0438\u043a\u043e\u043b\u044b \u0422\u0435\u0441\u043b\u044b"", ""name:pl"": ""Port lotniczy Belgrad Nikola Tesla"", ""ele"": ""102"", ""name:hr"": ""Aerodrom Nikola Tesla Beograd"", ""email"": ""briga.o.korisnicima@beg.aero; customer.care@beg.aero"", ""name:mk"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u041d\u0438\u043a\u043e\u043b\u0430 \u0422\u0435\u0441\u043b\u0430 \u0411\u0435\u043b\u0433\u0440\u0430\u0434""}";Serbia;RS
-8.5244127, 140.4194255;Bandar Udara Internasional Mopah;Mopah International Airport;;MKQ;WAKK;id:Bandar Udara Mopah;Q3613163;;;Unit Penyelenggara Bandar Udara;;https://www.openstreetmap.org/edit?node=240949332;;"{""aeroway"": ""aerodrome"", ""short_name"": ""Bandara Internasional Mopah"", ""aerodrome:type"": ""international"", ""ele"": ""3""}";Indonesia;ID
17.3113247, -62.7182071;Robert L. Bradshaw International Airport;;;SKB;TKPK;en:Robert L. Bradshaw International Airport;Q1933813;;;St Christopher Air & Sea Ports Authority;;https://www.openstreetmap.org/edit?node=242801112;;"{""aeroway"": ""aerodrome"", ""aerodrome:type"": ""international"", ""barrier"": ""fence"", ""type"": ""public"", ""name:mk"": ""\u041c\u0435\u0453\u0443\u043d\u0430\u0440\u043e\u0434\u0435\u043d \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u201e\u0420\u043e\u0431\u0435\u0440\u0442 \u041b. \u0411\u0440\u0435\u0434\u0448\u043e\u201c""}";St. Kitts and Nevis;KN
-34.7886348, -56.264493;Aeropuerto Internacional Ángel S. Adami;;;;SUAA;es:Aeropuerto Internacional Ángel S. Adami (Melilla);Q1430796;;;;;https://www.openstreetmap.org/edit?node=246747166;ourairports.com;"{""aeroway"": ""aerodrome"", ""name:int"": ""\u00c1ngel S. Adami Airport"", ""alt_name"": ""Aer\u00f3dromo de Melilla"", ""operator:type"": ""public"", ""aerodrome:type"": ""international"", ""ele"": ""53""}";Uruguay;UY
50.4753342, 19.0821395;Międzynarodowy Port Lotniczy Katowice w Pyrzowicach;Katowice International Airport;;KTW;EPKT;;;https://www.katowice-airport.com/;;;;https://www.openstreetmap.org/edit?node=257952302;;"{""aeroway"": ""aerodrome"", ""aerodrome:type"": ""international"", ""short_name"": ""Lotnisko Katowice-Pyrzowice"", ""ref"": ""KTW"", ""closest_town"": ""Katowice"", ""official_name"": ""Mi\u0119dzynarodowy Port Lotniczy Katowice-Pyrzowice"", ""ele"": ""303""}";Poland;PL
18.4043963, -76.9698355;Ian Fleming International Airport;;;OCJ;MKBS;en:Ian Fleming International Airport;Q2220544;;;Airports Authority of Jamaica;;https://www.openstreetmap.org/edit?node=262204194;Bing;"{""aeroway"": ""aerodrome"", ""alt_name"": ""Ian Fleming Airport"", ""old_name"": ""Boscobel Aerodrome"", ""aerodrome"": ""international"", ""ref"": ""OCJ"", ""aerodrome:type"": ""public"", ""ele"": ""27""}";;
34.4387118, 108.7633226;西安咸阳国际机场;Xi'an Xianyang International Airport(XIY);;XIY;ZLXY;;;;;西部机场集团;;https://www.openstreetmap.org/edit?node=266254855;;"{""aeroway"": ""aerodrome"", ""city_served"": ""Xi'an"", ""type"": ""public"", ""ref"": ""XIY"", ""name:zh_pinyin"": ""X\u012b'\u0101n Xi\u00e1ny\u00e1ng Gu\u00f3j\u00ec J\u012bch\u01ceng"", ""name:zh"": ""\u897f\u5b89\u54b8\u9633\u56fd\u9645\u673a\u573a(XIY)"", ""aerodrome:type"": ""international"", ""ele"": ""479""}";China;CN
41.9215167, 8.798291;Aéroport Napoléon Bonaparte;;;AJA;LFKJ;fr:Aéroport d'Ajaccio Napoléon Bonaparte;;;;;;https://www.openstreetmap.org/edit?node=286787664;bing 2013;"{""aeroway"": ""aerodrome"", ""ref"": ""Camp Dell'Oro"", ""barrier"": ""fence"", ""aerodrome"": ""international""}";France;FR
16.1857741, 52.1719188;مطار الغيضة الدولي;Al Ghaidah International Airport;;AAY;OYGD;en:Al Ghaydah Airport;Q2583916;;;;;https://www.openstreetmap.org/edit?node=287415586;wikipedia;"{""aeroway"": ""aerodrome"", ""city_served"": ""Al Ghaydah"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0627\u0644\u063a\u064a\u0636\u0629 \u0627\u0644\u062f\u0648\u0644\u064a"", ""type"": ""public"", ""aerodrome:type"": ""international"", ""ele"": ""41""}";Yemen;YE
31.708668, 74.7974456;Sri Guru Ram Dass Jee International Airport;;;ATQ;;;;;;;;https://www.openstreetmap.org/edit?node=297249110;;"{""aeroway"": ""aerodrome"", ""barrier"": ""wall"", ""is_in:country"": ""India"", ""military"": ""airfield"", ""aerodrome"": ""international""}";India;IN
6.1723836, 1.2531628;Aéroport International Gnassingbé Eyadéma de Lomé Tokoin;Gnassingbé Eyadéma International Airport;;LFW;DXXX;en:Lomé-Tokoin Airport;Q1431925;https://www.aeroport-lome.com/;+228 22236060;Société Aéroportuaire de Lomé Tokoin (SALT);;https://www.openstreetmap.org/edit?node=307773590;bing;"{""fax"": ""+228 22268895"", ""int_name"": ""A\u00e9roport International Gnassingb\u00e9 Eyad\u00e9ma"", ""short_name"": ""AIGE"", ""barrier"": ""wall"", ""closest_town"": ""Lom\u00e9"", ""aerodrome:type"": ""military/public"", ""ele"": ""22"", ""aeroway"": ""aerodrome"", ""old_name:en"": ""Lom\u00e9-Tokoin International Airport"", ""old_name"": ""A\u00e9roport International Lom\u00e9-Tokoin"", ""aerodrome"": ""international"", ""ref"": ""LFW"", ""email"": ""info@aeroportdelome.com"", ""website2"": ""http://aeroportdelome.com/"", ""is_in"": ""Lom\u00e9,Togo""}";Togo;TG
41.2968559, 2.0826892;Aeroport Barcelona - el Prat Josep Tarradellas;Barcelona El Prat Josep Tarradellas Airport;;BCN;LEBL;es:Aeropuerto de Barcelona-El Prat;Q56973;http://www.aena.es/csee/Satellite/Aeropuerto-Barcelona;+34902404704;AENA;;https://www.openstreetmap.org/edit?node=314726876;wikipedia;"{""city_served"": ""Barcelona"", ""old_name:es"": ""Aeropuerto de Barcelona"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0628\u0631\u0634\u0644\u0648\u0646\u0629"", ""aerodrome:type"": ""public"", ""international_flights"": ""yes"", ""old_name:en"": ""Barcelona International Airport"", ""old_name"": ""Aeroport de Barcelona"", ""owner"": ""Aeropuertos Espa\u00f1oles y Navegaci\u00f3n A\u00e9rea"", ""name:ru"": ""\u0411\u0430\u0440\u0441\u0435\u043b\u043e\u043d\u0430 \u2014 \u042d\u043b\u044c-\u041f\u0440\u0430\u0442"", ""name:ca"": ""Aeroport Barcelona - el Prat Josep Tarradellas"", ""aerodrome"": ""international"", ""passengers"": ""37559044"", ""old_name:ca"": ""Aeroport de Barcelona"", ""name:zh"": ""\u5df4\u585e\u7f57\u90a3\u673a\u573a"", ""wheelchair"": ""yes"", ""ele"": ""3.8"", ""name:ko"": ""\uacf5\ud56d"", ""aeroway"": ""aerodrome"", ""ref"": ""BCN"", ""email"": ""bcninformacion@aena.es"", ""name:es"": ""Aeropuerto Barcelona-El Prat Josep Tarradellas""}";Spain;ES
-17.7616334, 177.441765;Nadi International Airport;;;NAN;NFFN;en:Nadi International Airport;Q1150557;;;;;https://www.openstreetmap.org/edit?node=319888134;;"{""aeroway"": ""aerodrome"", ""aerodrome:type"": ""international"", ""ele"": ""18""}";Fiji;FJ
38.321208, 106.3897822;银川河东机场;Yinchuan Hedong Airport;;INC;ZLIC;;;;;;;https://www.openstreetmap.org/edit?node=320489156;;"{""aeroway"": ""aerodrome"", ""name:zh"": ""\u94f6\u5ddd\u6cb3\u4e1c\u673a\u573a"", ""aerodrome:type"": ""international""}";China;CN
35.5456993, 139.7890264;東京国際空港;Tokyo International Airport;Aéroport International de Tokyo;HND;RJTT;ja:東京国際空港;Q204853;http://www.haneda-airport.jp/;+81 03-5757-8111;"Tokyo Aviation Bureau, Ministry of Land, Infrastructure and Transport (airfield);Japan Airport Terminal Co., Ltd. (terminals)";;https://www.openstreetmap.org/edit?node=322815282;;"{""alt_name:en"": ""Haneda Airport"", ""reclaimed"": ""yes"", ""name:ko"": ""\ub3c4\ucfc4 \ud558\ub124\ub2e4\uad6d\uc81c\uacf5\ud56d"", ""aerodrome:type"": ""public"", ""alt_name:zh"": ""\u7fbd\u7530\u673a\u573a"", ""name:it"": ""Aeroporto internazionale di Tokyo"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0422\u043e\u043a\u0438\u043e (\u0425\u0430\u043d\u0435\u0434\u0430)"", ""alt_name:fr"": ""A\u00e9roport de Haneda"", ""alt_name:zh-Hant"": ""\u7fbd\u7530\u6a5f\u5834"", ""website:en"": ""http://www.haneda-airport.jp/en/"", ""alt_name:es"": ""Aeropuerto de Haneda"", ""aerodrome"": ""international"", ""addr:housenumber"": ""\u6771\u4eac\u90fd\u5927\u7530\u533a\u7fbd\u7530\u7a7a\u6e2f\uff13\u4e01\u76ee"", ""rank_aci:2016"": ""5"", ""name:zh-Hant"": ""\u6771\u4eac\u570b\u969b\u6a5f\u5834"", ""wikipedia:en"": ""Haneda Airport"", ""ele"": ""6"", ""aeroway"": ""aerodrome"", ""alt_name:it"": ""Aeroporto di Haneda"", ""name:zh"": ""\u4e1c\u4eac\u56fd\u9645\u673a\u573a"", ""is_in:iso_3166_2"": ""JP-13"", ""name:es"": ""Aeropuerto internacional de Tokio"", ""alt_name"": ""\u7fbd\u7530\u7a7a\u6e2f""}";;
38.78101, -9.1360051;Aeroporto Humberto Delgado;Lisbon Airport;Aéroport de Lisbonne;LIS;LPPT;en:Lisbon Airport;Q403671;http://www.ana.pt/pt-PT/Aeroportos/Lisboa/Lisboa/Paginas/HomeLisboa.aspx;+351 218 413 500;ANA Aeroportos de Portugal / VINCI Airports;;https://www.openstreetmap.org/edit?node=336112741;;"{""passengers"": ""18142035"", ""alt_name:en"": ""Lisbon Portela Airport"", ""addr:city"": ""Lisboa"", ""addr:postcode"": ""1700-111"", ""aerodrome:type"": ""public"", ""ele"": ""114"", ""email"": ""aeroporto.lisboa@ana.pt"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeroporto da Portela"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041b\u0438\u0441\u0441\u0430\u0431\u043e\u043d"", ""addr:street"": ""Alameda das Comunidades Portuguesas"", ""ref"": ""http://www.ana.pt/pt-PT/Aeroportos/Lisboa/Lisboa/Paginas/Humberto-Delgado.aspx"", ""addr:country"": ""PT"", ""name:es"": ""Aeropuerto de Lisboa"", ""aerodrome"": ""international""}";Portugal;PT
36.514712, 103.6190918;兰州中川国际机场;Lanzhou Zhongchuan International Airport;;LHW;ZLLL;;;http://www.lzzcairport.com/;0931-8168913;;;https://www.openstreetmap.org/edit?node=363890665;;"{""aeroway"": ""aerodrome"", ""name:zh"": ""\u5170\u5dde\u4e2d\u5ddd\u56fd\u9645\u673a\u573a"", ""aerodrome:type"": ""international""}";China;CN
43.6315756, 1.3630029;Aéroport de Toulouse-Blagnac;;;TLS;LFBO;fr:Aéroport de Toulouse-Blagnac;Q372615;;;;;https://www.openstreetmap.org/edit?node=368475266;;"{""aeroway"": ""aerodrome"", ""alt_name"": ""A\u00e9roport de Toulouse"", ""aerodrome:type"": ""public"", ""aerodrome"": ""international""}";France;FR
36.7441421, -6.0619165;Aeropuerto Internacional de Jerez La Parra;Jerez Airport;;XRY;LEJR;en:Jerez Airport;Q586862;https://aeropuertojerez-laparra.jimdo.com/;;Aena;;https://www.openstreetmap.org/edit?node=372224762;wikipedia;"{""aeroway"": ""aerodrome"", ""name:de"": ""Flughafen von Jerez"", ""internet_access"": ""yes"", ""aerodrome"": ""international"", ""closest_town"": ""Jerez de la Frontera"", ""aerodrome:type"": ""public"", ""ele"": ""28""}";Spain;ES
28.030506, -17.2144438;Aeropuerto de La Gomera;La Gomera Airport;Aérodrome de La Gomera;GMZ;GCGM;;;;;;;https://www.openstreetmap.org/edit?node=384872975;;"{""aeroway"": ""aerodrome"", ""aerodrome"": ""international"", ""name:pl"": ""Port lotniczy La Gomera"", ""name:de"": ""Flughafen La Gomera"", ""aerodrome:type"": ""public"", ""ele"": ""218""}";Spain;ES
4.8735711, 31.5991905;Juba International Airport;;;JUB;HSSJ;en:Juba International Airport;Q1122958;;;;;https://www.openstreetmap.org/edit?node=458028765;wikipedia;"{""aeroway"": ""aerodrome"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u062c\u0648\u0628\u0627 \u0627\u0644\u062f\u0648\u0644\u064a"", ""ref"": ""JUB"", ""aerodrome"": ""international"", ""closest_town"": ""Juba"", ""is_in:iso_3166_2"": ""SS-EC"", ""aerodrome:type"": ""military/public"", ""ele"": ""461""}";Sudan;SD
-6.9695883, 110.3719048;Bandar Udara Ahmad Yani;Ahmad Yani Airport;;SRG;WARS;id:Bandar Udara Internasional Ahmad Yani;Q1457975;;+62 024 7608735;PT Angkasa Pura;;https://www.openstreetmap.org/edit?node=476132440;HOT_InAWARESurvey_2018;"{""fax"": ""+62 024 7603506"", ""aeroway"": ""aerodrome"", ""addr:city"": ""Semarang"", ""aerodrome:type"": ""international"", ""ele"": ""3""}";;
22.6380991, 113.804548;深圳宝安国际机场;Shenzhen Bao'an International Airport;;SZX;ZGSZ;zh:深圳宝安国际机场;Q842297;http://www.szairport.com/;;深圳机场集团;;https://www.openstreetmap.org/edit?node=479727227;wikipedia;"{""int_name"": ""SZX"", ""city_served"": ""Shenzhen"", ""short_name"": ""\u6df1\u5733\u673a\u573a;\u5b9d\u5b89\u673a\u573a"", ""type"": ""public"", ""name:zh_pinyin"": ""Sh\u0113nzh\u00e8n B\u01ceo'\u0101n Gu\u00f3j\u00ec J\u012bch\u01ceng"", ""aerodrome:type"": ""international"", ""ele"": ""4"", ""internet_access:fee"": ""no"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Shenzhen Airport"", ""name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf B\u1ea3o An Th\u00e2m Quy\u1ebfn"", ""loc_name"": ""Baoan International Airport"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0411\u0430\u043e\u0430\u043d\u044c"", ""name:zh"": ""\u6df1\u5733\u5b9d\u5b89\u56fd\u9645\u673a\u573a"", ""internet_access"": ""wlan""}";;
38.2844409, -0.5635406;Aeropuerto de Alicante-Elche;;;ALC;LEAL;es:Aeropuerto de Alicante;;;;AENA;;https://www.openstreetmap.org/edit?node=489802742;;"{""aeroway"": ""aerodrome"", ""int_name"": ""Alicante-Elche"", ""alt_name"": ""El Altet"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0410\u043b\u0438\u043a\u0430\u043d\u0442\u0435"", ""name:da"": ""Alicante Lufthavn"", ""ref"": ""ALC"", ""aerodrome"": ""international""}";Spain;ES
51.5169351, 7.6130437;Flughafen Dortmund;Dortmund Airport;Aéroport de Dortmund;DTM;EDLW;de:Flughafen Dortmund;Q313587;;;Flughafen Dortmund GmbH;;https://www.openstreetmap.org/edit?node=492537654;wikipedia;"{""name:nl"": ""Luchthaven Dortmund"", ""name:id"": ""Bandar Udara Dortmund"", ""name:ms"": ""Lapangan Terbang Dortmund"", ""aerodrome:type"": ""public"", ""name:sk"": ""Letisko Dortmund"", ""name:it"": ""Aeroporto di Dortmund"", ""name:uk"": ""\u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u0414\u043e\u0440\u0442\u043c\u0443\u043d\u0434"", ""name:vi"": ""S\u00e2n bay Dortmund"", ""name:sv"": ""Dortmunds flygplats"", ""name:pl"": ""Port lotniczy Dortmund"", ""ele"": ""130"", ""name:hr"": ""Zra\u010dna luka Dortmund"", ""name:mk"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0414\u043e\u0440\u0442\u043c\u0443\u043d\u0434"", ""name:ja"": ""\u30c9\u30eb\u30c8\u30e0\u30f3\u30c8\u7a7a\u6e2f"", ""passengers"": ""1800000"", ""area"": ""yes"", ""wheelchair"": ""yes"", ""closest_town"": ""Dortmund, Germany"", ""cargo_volume"": ""0"", ""name:de"": ""Flughafen Dortmund"", ""aeroway"": ""aerodrome"", ""aerodrome"": ""international"", ""name:zh"": ""\u591a\u7279\u8499\u5fb7\u673a\u573a"", ""name:es"": ""Aeropuerto de Dortmund"", ""alt_name"": ""Dortmund Airport""}";Germany;DE
11.7966246, 9.3029748;Dutse International Airport;;;;DNDS;en:Dutse International Airport;Q29017968;;;;;https://www.openstreetmap.org/edit?node=501783380;;"{""aeroway"": ""aerodrome"", ""aerodrome:type"": ""international"", ""ele"": ""1365""}";Nigeria;NG
14.998713, 145.6191338;Tinian International Airport;;;TIQ;PGWT;;;;;;;https://www.openstreetmap.org/edit?node=576132441;;"{""aeroway"": ""aerodrome"", ""alt_name:en"": ""West Tinian Airport"", ""name:ja"": ""\u30c6\u30cb\u30a2\u30f3 \u56fd\u969b\u7a7a\u6e2f"", ""aerodrome:type"": ""international""}";Northern Mariana Islands;MP
27.9285991, -15.3870765;Aeropuerto de Gran Canaria;Gran Canaria Airport;;LPA;GCLP;;;;;;;https://www.openstreetmap.org/edit?node=578958832;;"{""aeroway"": ""aerodrome"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0643\u0646\u0627\u0631\u064a\u0627 \u0627\u0644\u0643\u0628\u0631\u0649"", ""ref"": ""LPA"", ""name:es"": ""Aeropuerto de Gran Canaria"", ""aerodrome"": ""international""}";Spain;ES
19.9506465, 99.8817597;ท่าอากาศยานเชียงราย;Chiang Rai International Airport;;CEI;VTCT;en:Mae Fah Luang-Chiang Rai International Airport;Q969597;;;;;https://www.openstreetmap.org/edit?node=593126810;;"{""passengers"": ""818000"", ""name:th"": ""\u0e17\u0e48\u0e32\u0e2d\u0e32\u0e01\u0e32\u0e28\u0e22\u0e32\u0e19\u0e40\u0e0a\u0e35\u0e22\u0e07\u0e23\u0e32\u0e22"", ""aeroway"": ""aerodrome"", ""name:pl"": ""Port lotniczy Chiang Rai"", ""aerodrome"": ""international"", ""ele"": ""390""}";Thailand;TH
57.0858829, 9.8682812;Aalborg Lufthavn;Aalborg Airport;Aéroport d'Aalborg;AAL;EKYT;da:Aalborg Lufthavn;Q478620;https://www.aal.dk/;;Aalborg Lufthavn a.m.b.a.;;https://www.openstreetmap.org/edit?node=665995354;;"{""city_served"": ""Aalborg"", ""name:id"": ""Bandar Udara Aalborg"", ""name:ms"": ""Lapangan Terbang Aalborg"", ""fvst:navnelbnr"": ""572157"", ""aerodrome:type"": ""international"", ""fvst:name"": ""Aalborg Lufthavn Andelsselskab Med Begr\u00e6nset Ansvar"", ""name:it"": ""Aeroporto di Aalborg"", ""name:no"": ""Aalborg lufthavn"", ""name:vi"": ""S\u00e2n bay Aalborg"", ""name:sv"": ""\u00c5lborgs flygplats"", ""name:pl"": ""Port lotniczy Aalborg"", ""name:hu"": ""Aalborgi rep\u00fcl\u0151t\u00e9r"", ""name:tg"": ""\u0424\u0443\u0440\u0443\u0434\u0433\u043e\u04b3\u0438 \u043e\u043b\u0431\u0443\u0440\u0433"", ""name:ja"": ""\u30aa\u30fc\u30eb\u30dc\u30fc\u7a7a\u6e2f"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0622\u0644\u0628\u0648\u0631\u06af"", ""name:lt"": ""Olborgo oro uostas"", ""name:fi"": ""Aalborgin lentoasema"", ""name:da"": ""Aalborg Lufthavn"", ""name:de"": ""Flughafen Aalborg"", ""aeroway"": ""aerodrome"", ""ele"": ""3"", ""name:nl"": ""Luchthaven Aalborg"", ""name:es"": ""Aeropuerto de Aalborg""}";Denmark;DK
18.5029469, -77.9119618;Sangster International Airport;Sangster International Airport;;MBJ;MKJS;en:Sangster International Airport;Q174140;www.mbjairport.com;;MBJ Airports Ltd.;Jamaica's largest and busiest airport;https://www.openstreetmap.org/edit?node=714511098;wikipedia;"{""aeroway"": ""aerodrome"", ""alt_name"": ""Montego Bay"", ""official_name"": ""Sir Donald Sangster International Airport"", ""old_name"": ""Montego Bay Airport"", ""type"": ""public"", ""closest_town"": ""Montego Bay"", ""aerodrome:type"": ""international"", ""ele"": ""1""}";Jamaica;JM
-14.3346479, -170.7152063;Pago Pago International Airport;;;PPG;NSTU;en:Pago Pago International Airport;Q939904;;;;;https://www.openstreetmap.org/edit?node=747915768;;"{""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ad\u03c2 \u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u03c4\u03bf\u03c5 \u03a0\u03ac\u03b3\u03ba\u03bf \u03a0\u03ac\u03b3\u03ba\u03bf"", ""aeroway"": ""aerodrome"", ""elevation"": ""10"", ""gnis:county_name"": ""Western"", ""gnis:feature_type"": ""Airport"", ""gnis:created"": ""04/01/1994"", ""gnis:feature_id"": ""1389410"", ""ref"": ""PPG"", ""aerodrome"": ""international""}";American Samoa;AS
19.9750674, -75.8348113;Aeropuerto Internacional Antonio Maceo;Antonio Maceo International Airport;;SCU;MUCU;en:Antonio Maceo Airport;Q1432764;;;ECASA;;https://www.openstreetmap.org/edit?node=605599692;;"{""aeroway"": ""aerodrome"", ""alt_name"": ""Antonio Maceo Airport"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0410\u043d\u0442\u043e\u043d\u0438\u043e \u041c\u0430\u0441\u0435\u043e (\u0421\u0430\u043d\u0442\u044c\u044f\u0433\u043e-\u0434\u0435-\u041a\u0443\u0431\u0430)"", ""ele"": ""76"", ""type"": ""public"", ""name:es"": ""Aeropuerto Internacional Antonio Maceo"", ""aerodrome:type"": ""international"", ""is_in"": ""Santiago de Cuba""}";Cuba;CU
52.10889, 23.8919445;Аэропорт Брест;Brest Airport;;BQT;UMBB;en:Brest Airport;Q27048;;;;;https://www.openstreetmap.org/edit?node=644957299;;"{""aeroway"": ""aerodrome"", ""name:lv"": ""Brestas lidosta"", ""name:lt"": ""Bresto oro uostas"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0411\u0440\u0435\u0441\u0442"", ""name:be"": ""\u0410\u044d\u0440\u0430\u043f\u043e\u0440\u0442 \u0411\u0440\u044d\u0441\u0442"", ""name:pl"": ""Port lotniczy Brze\u015b\u0107"", ""aerodrome:type"": ""international"", ""name:de"": ""Flughafen Brest""}";Byelarus;BY
45.843816, 28.2638264;Aeroportul Internațional Cahul;Cahul International Airport;;;LUCH;ro:Aeroportul Internațional Cahul;Q2566659;;;;;https://www.openstreetmap.org/edit?node=644972250;;"{""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041a\u0430\u0433\u0443\u043b"", ""aeroway"": ""aerodrome"", ""name:ro"": ""Aeroportul Interna\u021bional Cahul"", ""aerodrome:type"": ""international""}";Moldova;MD
